project_id,risk_category,duration_proposed_to_scrutiny,duration_scrutiny_to_notification,duration_notification_to_declaration,duration_declaration_to_award,duration_award_to_compensation,duration_compensation_to_possession,duration_possession_to_closed,area_acquired_hectares,dispute_duration_days,pending_approvals_count,avg_approval_turnaround_days,stakeholder_responsiveness_score,compensation_assessed_inr,compensation_disbursed_inr,compensation_disbursed_pct,affected_families,displaced_families,rr_progress_percent,cohort_benchmark_days,legal_dispute_flag,documentation_complete,rr_required,project_type,state,status,dispute_type
PRJ-00145,Low,91,50,96,77,68,41,58,5.86,15,0,18.3,3.3,28755.0,25500.0,0.8868,190,58,76.3,690,1,1,1,Industrial,Maharashtra,completed,none
PRJ-00146,High,78,54,93,102,45,110,55,9.13,155,2,5.0,1.7,44906.0,29243.0,0.6512,208,52,38.5,542,0,0,1,Resettlement,West Bengal,completed,none
PRJ-00147,Low,47,67,86,98,92,65,73,2.41,15,0,25.8,1.3,356242.0,256138.0,0.719,114,90,91.1,546,1,1,0,Border Infrastructure,Tamil Nadu,completed,legal_challenge
PRJ-00148,High,87,80,131,74,49,108,63,4.73,164,3,7.7,3.4,18728.0,9478.0,0.5061,49,31,33.7,563,0,1,1,Highway,Gujarat,active,none
PRJ-00149,Critical,49,78,131,130,106,80,74,1.44,309,1,31.0,2.0,53476.0,3476.0,0.065,411,118,34.0,514,1,0,1,Railway,Andhra Pradesh,on_hold,boundary
PRJ-00150,High,68,66,117,107,60,123,54,8.57,136,4,25.2,0.5,16515.0,3320.0,0.201,71,34,39.5,444,1,0,1,Highway,Madhya Pradesh,on_hold,legal_challenge
PRJ-00151,Medium,66,58,121,37,69,132,58,0.54,85,0,42.3,5.1,113943.0,71522.0,0.6277,69,53,73.6,728,1,0,1,Power Line,Uttar Pradesh,completed,legal_challenge
PRJ-00152,High,81,58,118,33,69,107,84,2.47,59,1,51.6,3.0,89882.0,29149.0,0.3243,226,90,24.9,428,1,1,1,Resettlement,Andhra Pradesh,active,legal_challenge
PRJ-00153,Medium,60,62,100,41,103,123,64,2.37,58,0,59.5,3.4,60283.0,43313.0,0.7185,182,137,88.9,665,0,1,1,Industrial,Andhra Pradesh,on_hold,compensation
PRJ-00154,Medium,84,57,85,106,74,71,61,2.02,82,0,19.3,3.9,267025.0,219281.0,0.8212,262,134,53.4,703,1,1,1,Resettlement,Andhra Pradesh,active,title_dispute
PRJ-00155,Low,101,49,77,66,70,37,39,3.96,0,0,49.4,7.9,120436.0,85799.0,0.7124,28,21,100.0,794,1,1,0,Industrial,Tamil Nadu,on_hold,legal_challenge
PRJ-00156,Critical,71,86,110,141,117,125,87,6.03,248,3,36.3,3.7,207755.0,24785.0,0.1193,333,254,19.3,647,1,1,1,Border Infrastructure,Telangana,planned,encroachment
PRJ-00157,High,99,79,162,87,109,105,45,2.82,108,3,31.2,1.0,230553.0,73731.0,0.3198,109,29,55.9,473,0,1,1,Highway,Madhya Pradesh,planned,compensation
PRJ-00158,Medium,37,34,111,127,60,99,50,15.64,27,2,22.7,2.7,158004.0,61258.0,0.3877,128,47,36.6,536,0,0,1,Border Infrastructure,West Bengal,active,boundary
PRJ-00159,Critical,77,67,172,148,48,132,65,5.88,77,4,26.6,2.9,972804.0,0.0,0.0,483,223,9.8,560,1,0,0,Railway,Uttar Pradesh,completed,compensation
PRJ-00160,Low,48,55,76,43,94,37,48,1.27,4,0,17.1,3.1,16149.0,16149.0,1.0,239,184,100.0,510,0,1,1,Border Infrastructure,Madhya Pradesh,on_hold,encroachment
PRJ-00161,High,89,53,112,123,105,123,58,36.87,29,3,47.9,7.3,71248.0,18389.0,0.2581,73,51,40.8,772,0,1,1,Power Line,Telangana,completed,boundary
PRJ-00162,Medium,47,41,160,93,72,115,73,6.39,20,3,23.3,3.4,191800.0,126070.0,0.6573,263,94,36.1,681,0,1,0,Railway,Maharashtra,active,boundary
PRJ-00163,Medium,40,43,133,30,65,84,38,1.18,64,2,58.5,2.4,1010606.0,799288.0,0.7909,485,141,58.9,473,0,1,0,Industrial,Karnataka,planned,encroachment
PRJ-00164,Medium,58,49,127,108,52,72,74,11.1,80,2,49.4,7.0,2429624.0,1806668.0,0.7436,238,28,73.9,663,1,1,1,Highway,Maharashtra,active,title_dispute
PRJ-00165,Critical,98,88,84,91,99,95,80,2.84,151,4,46.7,3.7,824814.0,171974.0,0.2085,264,174,13.2,672,0,1,1,Resettlement,Telangana,active,encroachment
PRJ-00166,High,91,72,154,81,97,73,58,4.22,143,2,23.5,3.3,4506.0,1402.0,0.3112,412,296,39.4,752,0,1,1,Highway,Madhya Pradesh,on_hold,boundary
PRJ-00167,Low,74,44,64,103,32,86,79,2.92,12,0,29.1,5.1,2492595.0,2384416.0,0.9566,273,137,91.3,717,1,1,1,Power Line,Rajasthan,active,title_dispute
PRJ-00168,Low,80,50,87,39,87,40,40,5.56,3,0,21.0,2.5,862308.0,862308.0,1.0,82,27,99.2,504,0,1,1,Highway,Gujarat,planned,compensation
PRJ-00169,Low,49,43,90,81,51,92,47,2.69,14,1,8.8,1.2,85105.0,70578.0,0.8293,171,136,94.3,644,1,1,1,Power Line,Madhya Pradesh,planned,title_dispute
PRJ-00170,Medium,76,62,121,61,64,101,41,3.96,123,1,20.3,3.6,22193.0,14674.0,0.6612,317,122,87.3,526,1,1,1,Border Infrastructure,Tamil Nadu,on_hold,legal_challenge
PRJ-00171,High,93,62,119,93,68,75,65,2.74,114,4,19.8,5.7,143620.0,47711.0,0.3322,183,82,32.5,769,1,0,1,Resettlement,Rajasthan,active,title_dispute
PRJ-00172,High,94,73,116,43,112,84,74,2.34,60,3,43.9,0.5,117905.0,27943.0,0.237,26,5,43.1,765,1,1,0,Railway,Karnataka,completed,encroachment
PRJ-00173,Medium,76,50,67,83,53,74,79,8.0,77,1,26.9,1.8,44508.0,31187.0,0.7007,75,6,77.6,779,1,1,1,Industrial,Madhya Pradesh,active,legal_challenge
PRJ-00174,Low,55,40,94,90,32,77,54,5.22,16,0,40.1,5.1,278946.0,278946.0,1.0,56,30,79.5,470,1,1,0,Industrial,Andhra Pradesh,active,none
PRJ-00175,High,66,42,125,113,86,109,43,2.23,95,3,57.3,2.8,19918.0,7784.0,0.3908,151,78,56.2,793,1,1,0,Power Line,Uttar Pradesh,completed,encroachment
PRJ-00176,High,104,71,90,100,113,118,72,7.73,16,5,19.8,4.2,4041291.0,0.0,0.0,408,161,19.1,783,0,1,0,Industrial,Maharashtra,completed,compensation
PRJ-00177,Medium,62,52,119,124,42,107,47,1.99,93,2,29.4,1.7,237540.0,152073.0,0.6402,273,107,97.8,468,0,1,1,Resettlement,Maharashtra,planned,boundary
PRJ-00178,High,69,50,101,57,63,113,79,1.98,242,2,49.8,1.5,188982.0,0.0,0.0,372,55,0.0,777,0,1,1,Highway,Gujarat,on_hold,compensation
PRJ-00179,High,68,72,141,77,101,131,54,6.86,22,3,24.5,3.7,803968.0,45585.0,0.0567,347,26,27.5,471,0,1,1,Industrial,Gujarat,completed,encroachment
PRJ-00180,High,111,78,167,138,106,107,75,4.53,146,0,13.8,1.0,192559.0,76042.0,0.3949,138,72,0.4,754,1,1,1,Industrial,Uttar Pradesh,completed,boundary
PRJ-00181,Low,52,36,80,71,67,52,34,6.3,17,0,26.5,2.1,7057.0,7057.0,1.0,319,56,100.0,468,1,1,1,Border Infrastructure,Tamil Nadu,on_hold,title_dispute
PRJ-00182,High,86,68,96,92,72,121,65,0.69,132,4,34.3,4.1,311837.0,90308.0,0.2896,415,220,38.0,511,1,1,1,Resettlement,Telangana,completed,title_dispute
PRJ-00183,High,104,52,131,95,40,120,43,1.6,27,0,31.1,4.6,1052572.0,339560.0,0.3226,36,23,35.0,658,1,0,1,Highway,Telangana,completed,legal_challenge
PRJ-00184,High,87,62,158,104,65,132,82,5.87,193,0,30.6,3.0,107629.0,35916.0,0.3337,353,58,22.0,698,0,1,1,Industrial,Andhra Pradesh,active,boundary
PRJ-00185,Medium,44,62,81,77,89,80,87,4.64,119,0,35.7,1.6,122988.0,56710.0,0.4611,291,107,84.9,557,1,1,1,Border Infrastructure,Maharashtra,active,legal_challenge
PRJ-00186,Low,69,58,62,47,69,67,31,3.57,15,0,49.2,1.9,1322316.0,1322316.0,1.0,363,18,100.0,430,1,1,1,Power Line,Maharashtra,active,legal_challenge
PRJ-00187,Low,63,39,117,83,78,50,41,7.38,12,1,54.0,3.0,527652.0,465442.0,0.8821,196,155,100.0,595,0,1,1,Highway,Madhya Pradesh,on_hold,encroachment
PRJ-00188,Critical,64,70,159,91,69,96,58,10.89,266,1,16.8,4.1,227158.0,0.0,0.0,339,233,20.9,460,1,0,0,Border Infrastructure,Uttar Pradesh,planned,title_dispute
PRJ-00189,High,93,76,114,116,70,135,71,3.2,114,5,22.8,1.9,16500.0,6062.0,0.3674,349,200,40.0,617,0,1,1,Industrial,Andhra Pradesh,active,none
PRJ-00190,High,106,80,110,64,102,100,68,6.89,53,0,6.7,1.8,25514.0,7539.0,0.2955,419,221,16.3,714,0,1,1,Industrial,West Bengal,on_hold,compensation
PRJ-00191,Low,114,65,133,47,62,36,33,3.55,10,0,59.9,5.4,140645.0,121756.0,0.8657,130,77,100.0,605,1,1,1,Highway,Gujarat,planned,legal_challenge
PRJ-00192,Medium,78,53,130,71,37,108,64,2.78,74,1,46.9,2.5,1887799.0,1599155.0,0.8471,422,309,76.1,694,0,1,0,Industrial,Andhra Pradesh,planned,compensation
PRJ-00193,Critical,85,58,152,144,116,99,73,3.02,262,2,16.6,3.7,147382.0,0.0,0.0,216,51,19.3,431,0,1,0,Industrial,West Bengal,on_hold,compensation
PRJ-00194,Medium,68,79,94,89,84,103,64,11.44,87,2,20.1,4.5,89630.0,77835.0,0.8684,407,170,64.7,756,1,1,1,Power Line,Tamil Nadu,completed,legal_challenge
PRJ-00195,High,64,37,157,116,99,131,79,6.55,129,1,57.9,0.4,13601.0,3514.0,0.2584,417,154,17.3,429,0,1,0,Industrial,Uttar Pradesh,completed,compensation
PRJ-00196,Low,68,46,72,39,58,45,56,8.27,67,0,53.5,2.4,126791.0,106378.0,0.839,477,171,66.2,589,0,1,1,Border Infrastructure,Tamil Nadu,active,boundary
PRJ-00197,Medium,83,87,69,115,70,132,50,9.94,56,1,51.6,2.8,272284.0,237840.0,0.8735,116,44,71.2,570,0,1,1,Border Infrastructure,Rajasthan,planned,none
PRJ-00198,Critical,71,58,142,92,58,79,53,3.89,244,2,58.5,0.7,35511.0,0.0,0.0,361,174,0.0,504,1,0,1,Power Line,Gujarat,planned,title_dispute
PRJ-00199,High,69,66,81,70,93,63,55,2.82,97,2,52.6,0.5,232031.0,58866.0,0.2537,138,39,29.1,654,0,1,1,Resettlement,West Bengal,completed,encroachment
PRJ-00200,Medium,74,47,108,49,65,67,69,4.55,7,0,8.1,3.1,885768.0,729341.0,0.8234,384,44,62.5,533,0,1,1,Resettlement,Madhya Pradesh,active,boundary
PRJ-00201,Medium,69,70,169,117,61,60,54,8.54,63,0,45.8,0.9,791470.0,777778.0,0.9827,260,114,62.9,750,0,1,1,Resettlement,Uttar Pradesh,active,compensation
PRJ-00202,Medium,43,40,155,50,66,79,50,1.67,30,0,35.4,4.7,297489.0,212407.0,0.714,76,43,70.6,650,0,1,0,Power Line,Madhya Pradesh,completed,encroachment
PRJ-00203,Critical,70,54,166,92,114,145,74,3.39,323,0,48.9,1.2,45828.0,0.0,0.0,396,2,12.7,470,0,0,0,Railway,Maharashtra,planned,none
PRJ-00204,Low,70,38,77,108,44,50,30,5.68,19,0,39.5,3.3,27561.0,25723.0,0.9333,342,133,80.3,403,0,1,1,Industrial,Maharashtra,completed,boundary
PRJ-00205,High,102,38,105,68,61,124,59,16.0,179,3,13.5,3.9,943634.0,400761.0,0.4247,417,313,40.8,491,1,0,1,Railway,Rajasthan,on_hold,none
PRJ-00206,Medium,66,58,149,78,65,43,35,1.84,54,0,35.3,4.7,15840.0,10651.0,0.6724,196,150,77.0,635,0,1,1,Railway,Gujarat,on_hold,boundary
PRJ-00207,Medium,60,45,107,108,65,103,43,2.19,78,3,47.5,5.2,62318.0,34992.0,0.5615,248,11,82.5,404,0,0,0,Power Line,Karnataka,planned,none
PRJ-00208,High,71,63,79,143,100,141,59,5.0,107,2,38.6,0.7,267537.0,50163.0,0.1875,466,323,0.0,690,1,1,1,Railway,West Bengal,planned,legal_challenge
PRJ-00209,High,108,34,137,107,83,142,55,2.04,9,1,23.7,3.3,80608.0,16573.0,0.2056,480,326,27.2,408,1,1,0,Power Line,Karnataka,on_hold,legal_challenge
PRJ-00210,High,109,60,123,74,76,103,70,5.69,163,3,46.5,3.8,422172.0,89754.0,0.2126,351,251,18.0,569,0,1,1,Highway,Uttar Pradesh,on_hold,compensation
PRJ-00211,Low,90,71,145,55,72,52,38,1.29,11,0,15.2,3.3,229572.0,229572.0,1.0,179,86,89.3,714,0,1,0,Railway,Karnataka,on_hold,none
PRJ-00212,Medium,64,62,115,64,51,92,76,1.02,89,3,23.9,2.8,2853703.0,1915976.0,0.6714,486,145,47.7,495,0,1,1,Power Line,Maharashtra,on_hold,encroachment
PRJ-00213,Low,48,31,131,98,38,74,47,8.91,10,0,11.5,3.6,307126.0,307126.0,1.0,199,113,66.5,724,1,1,1,Resettlement,Telangana,active,title_dispute
PRJ-00214,Low,98,65,165,51,105,63,43,7.14,14,0,7.8,3.1,19445.0,19445.0,1.0,189,115,62.9,452,0,1,1,Resettlement,Uttar Pradesh,on_hold,none
PRJ-00215,Low,82,64,94,54,49,97,41,10.21,4,0,16.5,3.4,70731.0,50467.0,0.7135,52,24,100.0,566,0,1,1,Railway,Madhya Pradesh,completed,none
PRJ-00216,High,70,59,107,128,52,128,66,6.48,182,3,34.2,3.1,207081.0,101387.0,0.4896,91,10,73.7,554,1,1,1,Power Line,Karnataka,active,legal_challenge
PRJ-00217,Medium,42,51,82,87,101,91,39,6.68,11,1,24.5,6.4,1289491.0,828498.0,0.6425,133,100,58.3,769,0,1,1,Border Infrastructure,Tamil Nadu,on_hold,encroachment
PRJ-00218,Critical,86,78,154,60,85,79,53,1.72,161,5,53.4,2.2,15298.0,1472.0,0.0962,416,286,15.5,625,0,1,0,Industrial,Karnataka,on_hold,none
PRJ-00219,High,85,59,142,97,87,91,70,3.53,214,1,50.8,3.3,933711.0,335762.0,0.3596,250,62,44.3,603,0,1,0,Industrial,Telangana,on_hold,boundary
PRJ-00220,Medium,91,55,113,70,73,71,37,14.97,75,1,24.0,1.0,79896.0,76205.0,0.9538,63,46,78.5,502,0,1,0,Railway,Madhya Pradesh,active,boundary
PRJ-00221,Medium,75,39,153,53,70,55,45,0.74,31,0,13.8,3.1,79699.0,59894.0,0.7515,424,287,67.7,609,1,1,1,Highway,Andhra Pradesh,completed,title_dispute
PRJ-00222,Medium,44,33,119,84,48,59,34,3.32,19,1,52.8,2.4,138783.0,50711.0,0.3654,409,123,94.5,629,0,1,1,Power Line,Tamil Nadu,on_hold,compensation
PRJ-00223,Low,32,51,62,95,46,34,52,5.9,6,0,34.9,3.6,661088.0,661088.0,1.0,309,157,64.4,443,1,1,1,Power Line,Andhra Pradesh,completed,legal_challenge
PRJ-00224,Critical,50,68,168,136,72,86,83,0.92,340,5,52.9,1.4,50891.0,0.0,0.0,500,301,0.0,620,1,0,1,Industrial,West Bengal,planned,legal_challenge
PRJ-00225,Medium,61,53,114,59,73,108,66,3.91,88,2,19.7,1.3,44462.0,26971.0,0.6066,82,22,56.3,412,0,1,0,Railway,Gujarat,active,encroachment
PRJ-00226,Medium,78,44,120,64,94,117,48,3.08,72,0,18.2,0.7,700462.0,327396.0,0.4674,271,104,63.8,643,0,1,1,Highway,Karnataka,active,boundary
PRJ-00227,Low,74,43,112,49,35,139,36,7.27,16,0,36.8,4.7,10520.0,6820.0,0.6483,16,10,67.3,731,0,1,1,Resettlement,Madhya Pradesh,planned,boundary
PRJ-00228,Low,52,53,137,51,98,88,66,14.52,45,0,5.9,2.5,54920.0,54920.0,1.0,495,182,90.8,607,1,1,1,Railway,Gujarat,active,legal_challenge
PRJ-00229,High,70,68,132,103,88,101,60,9.34,62,4,17.4,1.2,22598.0,10002.0,0.4426,308,105,23.8,402,1,1,1,Border Infrastructure,Uttar Pradesh,planned,title_dispute
PRJ-00230,Medium,88,35,124,62,61,121,45,3.48,31,0,9.5,2.5,108116.0,60210.0,0.5569,239,21,84.1,743,1,1,0,Railway,Karnataka,planned,legal_challenge
PRJ-00231,Medium,60,62,162,46,96,89,59,2.41,22,1,9.9,2.1,113634.0,79055.0,0.6957,185,125,49.7,716,1,1,0,Railway,West Bengal,completed,legal_challenge
PRJ-00232,Low,49,51,118,114,81,86,58,4.09,8,0,5.1,2.4,29539.0,24175.0,0.8184,161,15,87.3,591,1,1,0,Railway,Rajasthan,planned,title_dispute
PRJ-00233,Medium,83,51,125,87,62,57,41,2.44,36,2,27.1,3.5,246492.0,106731.0,0.433,330,141,82.0,730,1,1,1,Railway,Uttar Pradesh,active,legal_challenge
PRJ-00234,Medium,49,32,106,108,103,78,52,4.85,43,0,25.9,2.6,66659.0,45821.0,0.6874,448,128,77.0,404,0,1,1,Border Infrastructure,Tamil Nadu,on_hold,compensation
PRJ-00235,High,61,86,126,102,102,145,67,2.86,145,4,21.8,3.0,902370.0,345608.0,0.383,255,34,17.5,689,1,1,1,Railway,Andhra Pradesh,completed,encroachment
PRJ-00236,Critical,58,70,148,118,99,129,67,8.13,225,5,15.3,5.3,12002.0,1764.0,0.147,286,116,28.2,693,1,1,0,Industrial,Rajasthan,on_hold,compensation
PRJ-00237,Medium,51,81,86,85,76,89,41,11.52,48,2,17.9,3.9,158071.0,117194.0,0.7414,57,33,32.7,734,1,1,1,Railway,West Bengal,planned,title_dispute
PRJ-00238,High,109,80,145,125,80,119,68,7.24,37,6,35.6,1.6,128882.0,0.0,0.0,448,356,32.2,797,0,0,0,Border Infrastructure,Maharashtra,on_hold,boundary
PRJ-00239,High,88,59,143,93,75,131,53,5.34,64,1,58.3,1.4,77534.0,36867.0,0.4755,417,19,23.7,579,0,1,1,Power Line,West Bengal,completed,compensation
PRJ-00240,Critical,119,70,130,105,60,141,68,15.91,341,0,29.3,1.1,350212.0,0.0,0.0,74,56,0.0,610,1,1,1,Resettlement,Rajasthan,on_hold,legal_challenge
PRJ-00241,High,94,72,130,94,59,99,52,2.29,109,1,8.2,2.7,238588.0,84723.0,0.3551,369,95,4.9,526,1,1,0,Power Line,Rajasthan,active,title_dispute
PRJ-00242,Medium,73,40,119,122,66,72,44,3.75,95,0,37.8,0.7,261901.0,261901.0,1.0,329,209,52.5,793,1,0,0,Industrial,Madhya Pradesh,on_hold,title_dispute
PRJ-00243,Critical,109,81,121,143,60,139,87,7.01,158,0,7.2,1.2,1288184.0,42639.0,0.0331,449,278,0.0,775,1,1,0,Power Line,Rajasthan,on_hold,encroachment
PRJ-00244,Critical,62,69,154,102,50,121,86,8.81,104,6,26.1,3.8,265338.0,72570.0,0.2735,142,36,20.3,545,0,1,1,Highway,West Bengal,completed,compensation
PRJ-00245,High,88,77,143,122,90,97,84,2.86,17,0,34.8,0.7,1329881.0,463597.0,0.3486,325,203,0.6,635,1,0,0,Border Infrastructure,Telangana,on_hold,title_dispute
PRJ-00246,Critical,103,46,139,78,68,83,67,4.98,217,2,7.8,6.6,120976.0,5565.0,0.046,357,259,0.0,732,0,1,0,Border Infrastructure,Tamil Nadu,completed,none
PRJ-00247,Low,36,52,104,109,62,126,33,4.52,28,0,10.4,5.0,78277.0,78277.0,1.0,31,9,67.2,556,0,1,1,Power Line,Karnataka,on_hold,boundary
PRJ-00248,Medium,56,84,120,125,45,66,54,4.93,8,0,9.2,0.6,192064.0,170572.0,0.8881,308,55,64.9,748,0,0,1,Power Line,Karnataka,planned,none
PRJ-00249,Low,52,39,70,45,80,84,51,11.11,13,0,31.1,2.4,345958.0,297351.0,0.8595,379,244,85.5,452,0,1,1,Border Infrastructure,Karnataka,active,encroachment
PRJ-00250,Medium,71,57,167,67,92,80,68,7.22,2,1,28.1,4.1,206814.0,81940.0,0.3962,230,64,43.2,509,0,0,1,Power Line,Tamil Nadu,active,none
PRJ-00251,Medium,63,46,102,143,42,86,46,1.9,8,0,12.3,6.2,903517.0,463956.0,0.5135,184,141,68.3,561,0,1,0,Industrial,Madhya Pradesh,planned,none
PRJ-00252,Low,55,50,102,44,74,33,42,5.53,9,0,47.9,0.5,436010.0,436010.0,1.0,110,45,93.4,660,1,1,1,Railway,Gujarat,on_hold,title_dispute
PRJ-00253,Low,41,41,93,78,60,54,31,31.6,28,0,32.3,5.3,42752.0,37404.0,0.8749,275,195,100.0,406,0,1,1,Industrial,Maharashtra,completed,encroachment
PRJ-00254,High,77,65,158,73,41,124,67,24.45,164,0,54.0,4.1,202099.0,97493.0,0.4824,13,6,23.1,407,1,0,1,Border Infrastructure,Telangana,on_hold,legal_challenge
PRJ-00255,High,63,55,116,105,88,96,69,2.38,151,4,9.5,0.7,1209093.0,633444.0,0.5239,364,117,27.1,727,1,1,0,Border Infrastructure,Maharashtra,on_hold,title_dispute
PRJ-00256,Medium,78,65,132,128,116,105,52,9.97,53,1,53.4,1.9,162800.0,117021.0,0.7188,279,72,31.9,700,0,1,1,Highway,Rajasthan,on_hold,none
PRJ-00257,High,106,81,125,105,70,146,77,8.23,116,0,56.4,5.0,141073.0,18339.0,0.13,130,8,10.4,622,1,0,1,Resettlement,Karnataka,completed,title_dispute
PRJ-00258,High,92,67,104,99,71,94,69,2.32,223,1,46.0,3.3,191781.0,66951.0,0.3491,66,0,53.5,470,0,0,0,Railway,Telangana,planned,boundary
PRJ-00259,Medium,97,71,91,130,63,72,39,2.57,50,0,31.7,2.6,92410.0,71304.0,0.7716,399,287,54.3,571,0,1,1,Railway,Andhra Pradesh,on_hold,compensation
PRJ-00260,Medium,83,79,130,76,73,97,59,6.29,83,0,11.6,4.9,134142.0,82216.0,0.6129,260,178,72.5,485,0,1,1,Power Line,Telangana,planned,encroachment
PRJ-00261,High,100,82,117,127,58,116,74,8.33,0,0,42.3,3.9,119900.0,74398.0,0.6205,444,306,20.7,525,1,1,0,Power Line,Telangana,planned,compensation
PRJ-00262,Medium,50,70,113,59,80,80,58,10.38,68,1,30.3,2.9,330902.0,286462.0,0.8657,143,94,53.1,692,0,1,1,Highway,Tamil Nadu,completed,compensation
PRJ-00263,Critical,113,80,99,105,113,55,88,13.81,201,0,42.4,0.6,725624.0,0.0,0.0,454,168,0.0,544,1,1,1,Industrial,Maharashtra,active,legal_challenge
PRJ-00264,Medium,35,57,165,74,62,72,56,3.52,54,1,29.2,1.9,224637.0,116519.0,0.5187,383,190,39.8,637,0,1,0,Railway,Karnataka,completed,none
PRJ-00265,Low,51,62,72,99,66,58,45,18.11,1,0,19.1,1.6,162085.0,161728.0,0.9978,124,53,95.9,725,0,1,0,Power Line,Gujarat,active,compensation
PRJ-00266,High,47,53,126,77,31,131,77,7.36,38,2,45.8,3.1,171245.0,11028.0,0.0644,276,217,8.8,614,1,1,1,Power Line,Maharashtra,completed,title_dispute
PRJ-00267,Low,65,58,69,34,113,47,32,1.36,5,0,15.4,2.9,2832443.0,2365090.0,0.835,216,121,100.0,590,0,1,0,Power Line,Tamil Nadu,on_hold,none
PRJ-00268,High,98,34,143,92,113,94,85,4.58,18,3,46.5,5.1,250852.0,74152.0,0.2956,344,265,19.5,521,0,1,0,Industrial,Andhra Pradesh,completed,none
PRJ-00269,Medium,91,53,143,31,63,69,49,2.96,53,0,8.8,4.6,646945.0,315062.0,0.487,488,79,54.5,799,0,0,1,Power Line,Uttar Pradesh,on_hold,boundary
PRJ-00270,Low,50,36,155,40,49,55,43,9.33,22,0,14.0,1.9,336887.0,264692.0,0.7857,236,58,75.9,535,0,1,0,Border Infrastructure,Madhya Pradesh,on_hold,encroachment
PRJ-00271,High,112,57,161,75,106,42,69,4.8,139,1,47.3,2.4,659420.0,0.0,0.0,51,29,23.7,582,0,0,1,Power Line,Rajasthan,planned,compensation
PRJ-00272,High,57,54,123,113,89,102,47,2.24,156,1,35.1,3.0,133088.0,70071.0,0.5265,53,19,52.8,471,1,0,1,Highway,Tamil Nadu,completed,encroachment
PRJ-00273,Medium,50,66,84,136,63,104,51,4.03,119,0,39.5,2.3,247332.0,197890.0,0.8001,303,142,44.0,438,1,0,0,Industrial,Gujarat,active,encroachment
PRJ-00274,Low,69,44,76,78,83,61,37,1.85,28,0,15.8,2.3,37131.0,37131.0,1.0,91,67,80.4,621,0,1,1,Industrial,Madhya Pradesh,planned,boundary
PRJ-00275,Critical,88,81,108,67,110,96,77,6.87,127,3,6.4,0.7,65759.0,0.0,0.0,233,164,1.1,417,0,1,0,Industrial,Uttar Pradesh,on_hold,compensation
PRJ-00276,Low,94,31,97,42,48,118,37,3.63,17,0,58.1,4.6,1652642.0,1652642.0,1.0,219,34,84.2,669,0,1,0,Border Infrastructure,Madhya Pradesh,completed,none
PRJ-00277,High,102,55,114,110,68,132,69,3.18,135,2,37.9,4.2,131311.0,80481.0,0.6129,472,213,50.0,564,0,0,1,Border Infrastructure,Maharashtra,on_hold,encroachment
PRJ-00278,High,83,67,123,134,91,124,78,4.13,194,6,23.8,4.6,206793.0,63196.0,0.3056,188,115,30.9,519,0,0,1,Highway,Gujarat,on_hold,none
PRJ-00279,High,96,58,80,87,86,91,70,7.37,113,2,24.6,0.9,60986.0,14527.0,0.2382,483,324,40.7,488,0,1,1,Resettlement,Gujarat,planned,compensation
PRJ-00280,High,65,84,144,136,79,99,79,16.98,203,1,33.9,0.9,503341.0,31157.0,0.0619,293,222,32.7,652,1,1,1,Railway,West Bengal,planned,title_dispute
PRJ-00281,High,57,70,132,110,92,138,65,11.85,6,4,23.8,1.7,738227.0,212905.0,0.2884,249,0,15.1,714,0,0,1,Highway,Maharashtra,planned,compensation
PRJ-00282,Low,59,68,89,110,40,97,68,14.95,53,0,15.0,1.2,28246.0,27014.0,0.9564,401,35,94.7,669,0,1,1,Resettlement,Tamil Nadu,planned,none
PRJ-00283,Low,87,57,94,125,74,119,50,1.0,15,0,19.2,2.7,28991.0,28072.0,0.9683,74,57,100.0,774,1,1,0,Power Line,West Bengal,completed,legal_challenge
PRJ-00284,High,111,73,161,118,88,74,71,1.35,202,3,39.3,1.0,19566.0,6083.0,0.3109,119,63,21.5,489,0,1,1,Power Line,Madhya Pradesh,on_hold,compensation
PRJ-00285,Critical,55,68,154,107,76,117,64,6.72,189,0,56.3,2.0,155653.0,0.0,0.0,98,47,14.1,713,1,0,0,Power Line,Tamil Nadu,planned,title_dispute
PRJ-00286,Low,32,51,121,67,37,130,49,3.72,13,0,38.8,4.4,55682.0,44557.0,0.8002,90,45,100.0,445,1,1,0,Industrial,Madhya Pradesh,on_hold,title_dispute
PRJ-00287,Low,40,55,78,40,39,106,39,4.59,74,0,7.5,4.7,148501.0,100966.0,0.6799,184,37,100.0,455,0,0,1,Border Infrastructure,West Bengal,planned,boundary
PRJ-00288,High,78,61,96,98,56,128,86,19.59,157,7,58.4,2.2,54558.0,29892.0,0.5479,197,15,36.1,645,0,1,0,Industrial,Uttar Pradesh,completed,encroachment
PRJ-00289,High,72,60,165,55,86,134,71,4.09,13,3,35.1,2.6,39708.0,8247.0,0.2077,15,3,40.6,453,1,0,1,Industrial,Gujarat,completed,none
PRJ-00290,High,49,68,160,100,54,100,71,1.21,186,4,27.4,2.4,89840.0,22685.0,0.2525,365,9,52.1,734,1,1,1,Railway,Karnataka,planned,boundary
PRJ-00291,Medium,61,46,134,83,57,92,37,11.04,115,3,22.9,1.1,105340.0,54608.0,0.5184,140,73,53.0,552,0,0,1,Resettlement,Karnataka,active,compensation
